ConfRank,School,W,L,T,Pct,Off,Def,SRS,SOS,AP Pre,AP High,AP Rank,Notes,yearID,Conf
6,Wake Forest,5,6,0,0.455,29.5,26.8,-0.76,-1.4,,,,,1986,acc
7,Duke,4,7,0,0.364,18.2,25.8,-7.09,-0.91,,,,,1986,acc
8,Virginia,3,8,0,0.273,18,28.6,-8.39,0.33,,,,,1986,acc
1,Clemson,10,2,0,0.833,27.8,14.7,13.71,2.3,9,7,12,,1987,acc
2,Virginia,8,4,0,0.667,24.3,23,6.19,2.6,,,,,1987,acc
3,Wake Forest,7,4,0,0.636,18.3,16.8,2.49,-0.14,,,,,1987,acc
4,North Carolina State,4,7,0,0.364,19.3,27.5,-2.46,2.81,,,,,1987,acc
5,Maryland,4,7,0,0.364,17.6,27.4,-0.14,7.22,,,,,1987,acc
6,North Carolina,5,6,0,0.455,19.5,18.8,3.44,3.44,,,,,1987,acc
7,Duke,5,6,0,0.455,27.4,22.1,1.91,-0.46,,,,,1987,acc
8,Georgia Tech,2,9,0,0.182,18.1,25,-4.69,3.68,,,,,1987,acc
1,Clemson,10,2,0,0.833,28.5,13.1,16.5,2.5,4,3,9,,1988,acc
2,Virginia,7,4,0,0.636,22.8,22.2,2.94,1.31,,,,,1988,acc
3,North Carolina State,8,3,1,0.708,26,13.8,7.48,0.56,,,,,1988,acc
4,Wake Forest,6,4,1,0.591,25.6,21.6,3.01,-0.63,,,,,1988,acc
5,Maryland,5,6,0,0.455,23.6,27.6,2.5,5.96,,,,,1988,acc
6,Duke,7,3,1,0.682,29.5,29.5,1.47,-0.26,,,,,1988,acc
7,North Carolina,1,10,0,0.091,19.7,35.5,-7.79,6.3,,,,,1988,acc
8,Georgia Tech,3,8,0,0.273,18.2,17.6,-1.01,1,,,,,1988,acc
1,Virginia,10,3,0,0.769,28.5,20.9,11.73,4.58,,15,18,,1989,acc
2,Duke,8,4,0,0.667,31.4,27.9,5.87,3.2,,20,,,1989,acc
3,Clemson,10,2,0,0.833,30.7,11.5,18.25,3.08,12,7,12,,1989,acc
4,Georgia Tech,7,4,0,0.636,24.1,19.4,6.58,1.4,,,,,1989,acc
5,North Carolina State,7,5,0,0.583,24.2,19.2,4.23,0.23,24,12,,,1989,acc
6,Maryland,3,7,1,0.318,19.5,21.6,0.57,4.48,,,,,1989,acc
7,Wake Forest,2,8,1,0.227,17.6,29,-8.52,1.39,,,,,1989,acc
8,North Carolina,1,10,0,0.091,12.5,27,-9.95,1.96,,,,,1989,acc
1,Georgia Tech,11,0,1,0.958,31.6,15.5,19.28,4.28,,2,2,,1990,acc
2,Clemson,10,2,0,0.833,27.8,9.1,15.36,2.61,10,9,9,,1990,acc
3,Virginia,8,4,0,0.667,38.7,18.9,13.98,3.48,15,1,23,,1990,acc
4,Maryland,6,5,1,0.542,19.8,23.7,5.1,7.94,,,,,1990,acc
5,North Carolina,6,4,1,0.591,20.6,16.9,5.52,2.52,,,,,1990,acc
6,North Carolina State,7,5,0,0.583,24.8,15.8,6.75,3.34,,,,,1990,acc
7,Duke,4,7,0,0.364,21.8,26.8,-0.04,3.5,,,,,1990,acc
8,Wake Forest,3,8,0,0.273,22.5,31.9,-5.1,2.62,,,,,1990,acc
1,Clemson,9,2,1,0.792,26.4,15.4,10.12,0.78,9,6,18,,1991,acc
2,North Carolina State,9,3,0,0.75,25.3,18.5,5.77,-0.57,,11,24,,1991,acc
3,Georgia Tech,8,5,0,0.615,21.8,16.5,8.89,3.12,8,8,,,1991,acc
4,Virginia,8,3,1,0.708,27.3,13.9,8.78,0.12,,19,,,1991,acc
5,North Carolina,7,4,0,0.636,25.6,18.1,4.27,-1.55,,23,,,1991,acc
6,Maryland,2,9,0,0.182,12.5,27.5,-6.44,6.01,,,,,1991,acc
7,Duke,4,6,1,0.409,21,25.5,-3.13,0.23,,,,,1991,acc
8,Wake Forest,3,8,0,0.273,17.7,27.3,-10.78,-2.41,,,,,1991,acc
1,Florida State,11,1,0,0.917,37.2,15.5,21,5.08,5,2,2,,1992,acc
2,North Carolina State,9,3,1,0.731,25.8,16.2,10.56,2.33,,12,17,,1992,acc
3,North Carolina,9,3,0,0.75,24.1,19.4,6.32,0.66,,18,19,,1992,acc
4,Wake Forest,8,4,0,0.667,22.2,21.7,3.46,2.21,,25,25,,1992,acc
5,Virginia,7,4,0,0.636,31,20.8,7.21,0.93,,10,,,1992,acc
6,Georgia Tech,5,6,0,0.455,21.5,26,1.74,4.56,23,16,,,1992,acc
7,Clemson,5,6,0,0.455,23.7,19.4,3.17,1.9,13,13,,,1992,acc
8,Maryland,3,8,0,0.273,26.5,33.2,0.12,4.84,,,,,1992,acc
9,Duke,2,9,0,0.182,24.1,31.2,-4.2,4.17,,,,,1992,acc
1,Florida State,12,1,0,0.923,41.2,9.9,24.68,5.76,1,1,1,,1993,acc
2,North Carolina,10,3,0,0.769,33.2,19.5,9.95,-0.98,20,12,19,,1993,acc
3,Clemson,9,3,0,0.75,16.5,16,3.05,-0.87,23,21,23,,1993,acc
4,Virginia,7,5,0,0.583,26.4,18.1,5.88,0.79,,15,,,1993,acc
5,North Carolina State,7,5,0,0.583,23.2,27.3,1.6,1.69,25,17,,,1993,acc
6,Georgia Tech,5,6,0,0.455,23.6,26,-0.72,0.65,,,,,1993,acc
7,Duke,3,8,0,0.273,19.5,31.7,-5.39,3.34,,,,,1993,acc
8,Maryland,2,9,0,0.182,22.1,43.5,-8.44,6.66,,,,,1993,acc
9,Wake Forest,2,9,0,0.182,18.1,28.9,-7.73,0.63,,,,,1993,acc
1,Florida State,10,1,1,0.875,35.7,16.7,20.98,6.48,3,3,4,,1994,acc
2,North Carolina State,9,3,0,0.75,25.4,22.9,4.97,0.88,,17,17,,1994,acc
3,Virginia,9,3,0,0.75,30.8,16.3,10.79,-0.46,,13,15,,1994,acc
4,Duke,8,4,0,0.667,31.7,23.4,7.51,0.84,,16,,,1994,acc
5,North Carolina,8,4,0,0.667,31.2,22.3,5.56,0.4,19,13,,,1994,acc
6,Clemson,5,6,0,0.455,14.9,17.1,-0.12,2.16,25,22,,,1994,acc
7,Maryland,4,7,0,0.364,24.5,29.6,-2.73,1.72,,,,,1994,acc
8,Wake Forest,3,8,0,0.273,13,33.9,-13.2,1.35,,,,,1994,acc
9,Georgia Tech,1,10,0,0.091,16.8,29,-7.41,3.05,,,,,1994,acc
1,Florida State,10,2,0,0.833,46.9,20.5,17.61,1.61,1,1,4,,1995,acc
2,Virginia,9,4,0,0.692,29.1,20.8,9.46,1.84,17,9,16,,1995,acc
3,Clemson,8,4,0,0.667,25.3,18.3,6.09,-0.07,,23,,,1995,acc
4,Georgia Tech,6,5,0,0.545,23.6,22.1,-0.16,-0.43,,,,,1995,acc
5,North Carolina,7,5,0,0.583,23.7,18.3,2.94,0.36,20,20,,,1995,acc
6,Maryland,6,5,0,0.545,19.1,22.8,-1.14,-0.04,,17,,,1995,acc
7,North Carolina State,3,8,0,0.273,23.6,32.2,-5.37,0.63,,23,,,1995,acc
8,Duke,3,8,0,0.273,25.6,35.1,-7.16,0.66,,,,,1995,acc
9,Wake Forest,1,10,0,0.091,17.3,32.7,-14.23,-1.23,,,,,1995,acc
1,Florida State,11,1,0,0.917,37.2,14.5,21.54,5.79,3,1,3,,1996,acc
2,North Carolina,10,2,0,0.833,29.8,10.3,17.55,2.97,,6,10,,1996,acc
3,Clemson,7,5,0,0.583,20.4,20.1,2.9,1.24,25,22,,,1996,acc
4,Virginia,7,5,0,0.583,28.4,16.9,11.03,3.03,23,12,,,1996,acc
5,Georgia Tech,5,6,0,0.455,20,21.5,1.78,2.06,,22,,,1996,acc
6,Maryland,5,6,0,0.455,17,21.7,-3.71,0.02,,,,,1996,acc
7,North Carolina State,3,8,0,0.273,24.4,36.5,-4.25,4.38,,,,,1996,acc
8,Wake Forest,3,8,0,0.273,13.1,34,-10.72,2.47,,,,,1996,acc
9,Duke,0,11,0,0,14.7,34.5,-12.77,5.23,,,,,1996,acc
1,Florida State,11,1,0,0.917,39,15.1,23.38,6.88,3,2,3,,1997,acc
2,North Carolina,11,1,0,0.917,29,12.2,16.46,2.04,7,4,6,,1997,acc
3,Virginia,7,4,0,0.636,25.2,22,6.79,4.33,,,,,1997,acc
4,Georgia Tech,7,5,0,0.583,26.2,24.7,8.07,5.65,,21,25,,1997,acc
5,Clemson,7,5,0,0.583,24.3,18.3,8.41,3.33,20,16,,,1997,acc
6,North Carolina State,6,5,0,0.545,29.5,24.4,7.03,3.22,,,,,1997,acc
7,Wake Forest,5,6,0,0.455,22.3,26.2,1.25,3.15,,,,,1997,acc
8,Maryland,2,9,0,0.182,14.6,32.3,-8.19,5.17,,,,,1997,acc
9,Duke,2,9,0,0.182,20.3,31,-4.68,5.05,,,,,1997,acc
1,Florida State,11,2,0,0.846,30.8,12.4,20.34,6.57,2,2,3,,1998,acc
2,Georgia Tech,10,2,0,0.833,35.5,24.6,12.37,1.7,,9,9,,1998,acc
3,Virginia,9,3,0,0.75,29.8,20.6,11.22,2.63,16,7,18,,1998,acc
4,North Carolina,7,5,0,0.583,24,23.6,1.61,1.36,12,12,,,1998,acc
5,North Carolina State,7,5,0,0.583,30.5,29.3,4.2,3.04,,20,,,1998,acc
6,Duke,4,7,0,0.364,20.8,29,-6.93,-0.3,,,,,1998,acc
7,Wake Forest,3,8,0,0.273,21.4,30.5,-6.45,1.37,,,,,1998,acc
8,Clemson,3,8,0,0.273,19.8,24.7,-1.95,1.42,,,,,1998,acc
9,Maryland,3,8,0,0.273,18.4,26.4,-6.9,1.1,,,,,1998,acc
1,Florida State,12,0,0,1,38.2,16.9,23.5,5.58,1,1,1,,1999,acc
2,Georgia Tech,8,4,0,0.667,38.4,30.1,10.3,3.47,11,7,20,,1999,acc
3,Virginia,7,5,0,0.583,28.8,30.4,3.57,3.66,24,22,,,1999,acc
4,Clemson,6,6,0,0.5,26.8,21.1,7.55,5.3,,,,,1999,acc
5,Wake Forest,7,5,0,0.583,22.2,17.4,4.37,0.96,,,,,1999,acc
6,North Carolina State,6,6,0,0.5,20.3,25.2,-1.69,2.39,,20,,,1999,acc
7,Duke,3,8,0,0.273,19.7,33,-4.91,4.28,,,,,1999,acc
8,Maryland,5,6,0,0.455,26.5,23.6,1.4,0.94,,,,,1999,acc
9,North Carolina,3,8,0,0.273,16.9,24.7,-4.89,2.2,,,,,1999,acc
1,Florida State,11,2,0,0.846,39.3,10.5,23.13,5.59,2,1,5,,2000,acc
2,Clemson,9,3,0,0.75,34.7,21.1,11.54,2.04,17,5,16,,2000,acc
3,Georgia Tech,9,3,0,0.75,32.2,19.8,11.3,1.21,,15,17,,2000,acc
4,Virginia,6,6,0,0.5,20.2,24.3,0.1,3.18,,,,,2000,acc
5,North Carolina State,8,4,0,0.667,31.6,28.2,3.92,-0.33,,21,,,2000,acc
6,North Carolina,6,5,0,0.545,24.5,25.8,2.4,1.85,,,,,2000,acc
7,Maryland,5,6,0,0.455,22.5,25.8,0.54,2.26,,,,,2000,acc
8,Wake Forest,2,9,0,0.182,16.5,32.9,-12.27,0.09,,,,,2000,acc
9,Duke,0,11,0,0,14.1,39.1,-13.91,4.63,,,,,2000,acc
1,Maryland,10,2,0,0.833,34.4,22.2,10.78,1.36,,6,11,,2001,acc
2,Florida State,8,4,0,0.667,33.6,25.3,12.79,6.45,6,6,15,,2001,acc
3,North Carolina,8,5,0,0.615,25.9,20.8,7.52,4.29,,22,,,2001,acc
4,Georgia Tech,8,5,0,0.615,31.2,21.6,7.1,1.95,10,9,24,,2001,acc
5,Clemson,7,5,0,0.583,30.8,28.3,4.34,1.59,19,13,,,2001,acc
6,North Carolina State,7,5,0,0.583,26.6,21.4,6.38,1.05,,,,,2001,acc
7,Wake Forest,6,5,0,0.545,26.5,28.3,0.24,0.87,,,,,2001,acc
8,Virginia,5,7,0,0.417,20.8,27.6,-1.91,2.76,,,,,2001,acc
9,Duke,0,11,0,0,19.3,44.6,-16.57,3.16,,,,,2001,acc
1,Florida State,9,5,0,0.643,30.6,21.5,14.86,7.15,3,3,21,,2002,acc
2,Maryland,11,3,0,0.786,32.2,16.3,12.73,0.94,21,13,13,,2002,acc
3,Virginia,9,5,0,0.643,28.7,24.9,8.6,5.1,,22,22,,2002,acc
4,North Carolina State,11,3,0,0.786,32.9,17,12.86,0.22,,10,12,,2002,acc
5,Clemson,7,6,0,0.538,25.4,26.8,4.16,4.23,,,,,2002,acc
6,Georgia Tech,7,6,0,0.538,21.5,20.5,4.56,3.86,,,,,2002,acc
7,Wake Forest,7,6,0,0.538,27.4,25.2,4.81,2.89,,,,,2002,acc
8,North Carolina,3,9,0,0.25,18.6,35.1,-5.52,6.15,,,,,2002,acc
9,Duke,2,10,0,0.167,18.9,29.4,-7.05,2.54,,,,,2002,acc
1,Florida State,10,3,0,0.769,32.2,16.7,17.75,6.9,13,3,11,,2003,acc
2,Maryland,10,3,0,0.769,31.2,15.8,12.92,2.23,15,15,17,,2003,acc
3,Clemson,9,4,0,0.692,28.1,19.2,10.49,4.26,,22,22,,2003,acc
4,North Carolina State,8,5,0,0.615,37.6,29.6,10.41,4.48,16,14,,,2003,acc
5,Virginia,8,5,0,0.615,28,20.4,10.15,4.46,18,15,,,2003,acc
6,Georgia Tech,7,6,0,0.538,21.1,20.5,5.6,5.68,,,,,2003,acc
7,Wake Forest,5,7,0,0.417,27.9,28.9,4.19,5.28,,20,,,2003,acc
8,Duke,4,8,0,0.333,17.6,28.6,-3.02,4.31,,,,,2003,acc
9,North Carolina,2,10,0,0.167,26.4,38.3,-5.15,5.18,,,,,2003,acc
1,Virginia Tech,10,3,0,0.769,30.8,12.8,14.1,4.33,,9,10,,2004,acc
2,Florida State,9,3,0,0.75,25.2,14.1,15,4.75,5,4,15,,2004,acc
3,Miami (FL),9,3,0,0.75,31.7,17,18.03,7.2,6,3,11,,2004,acc
4,Virginia,8,4,0,0.667,30.3,17.7,13.57,3.99,16,6,23,,2004,acc
5,North Carolina,6,6,0,0.5,26.6,31.8,4.47,7.63,,,,,2004,acc
6,Georgia Tech,7,5,0,0.583,22,18.9,6.41,4.25,,,,,2004,acc
7,Clemson,6,5,0,0.545,21.5,20.8,5.23,5.23,15,15,,,2004,acc
8,Maryland,5,6,0,0.455,17.7,20,3.54,4.35,22,21,,,2004,acc
9,North Carolina State,5,6,0,0.455,24,19.8,6.04,4.31,,,,,2004,acc
10,Wake Forest,4,7,0,0.364,20.9,23,1.58,2.85,,,,,2004,acc
11,Duke,2,9,0,0.182,16.6,29.3,-8.04,4.23,,,,,2004,acc
1,Florida State,8,5,0,0.615,28.9,22,9.36,5.05,14,4,23,,2005,acc
2,Boston College,9,3,0,0.75,25.8,15.9,12.01,4.17,22,13,18,,2005,acc
3,Clemson,8,4,0,0.667,26.3,17.6,11.09,3.42,,20,21,,2005,acc
4,North Carolina State,7,5,0,0.583,20.8,17.7,5.73,3.73,,,,,2005,acc
5,Maryland,5,6,0,0.455,24.5,25,5.11,5.83,,,,,2005,acc
6,Wake Forest,4,7,0,0.364,24.5,28.7,0.21,5.03,,,,,2005,acc
8,Virginia Tech,11,2,0,0.846,33.8,12.9,18.96,4.27,8,3,7,,2005,acc
9,Miami (FL),9,3,0,0.75,27.1,14.3,15.09,4.5,9,3,17,,2005,acc
10,Georgia Tech,7,5,0,0.583,18.5,20.1,7.31,6.48,,15,,,2005,acc
11,North Carolina,5,6,0,0.455,18,26.2,3.44,7.71,,,,,2005,acc
12,Virginia,7,5,0,0.583,26.7,23.3,5.61,3.19,25,19,,,2005,acc
13,Duke,1,10,0,0.091,16.1,37.1,-10.71,4.29,,,,,2005,acc
1,Wake Forest,11,3,0,0.786,21.6,15.4,7.95,1.1,,14,18,,2006,acc
2,Boston College,10,3,0,0.769,26,15.7,9.96,0.58,,16,20,,2006,acc
3,Maryland,9,4,0,0.692,21.8,21.8,2.7,1.01,,21,,,2006,acc
4,Clemson,8,5,0,0.615,32.7,16.2,8.19,0.65,18,10,,,2006,acc
5,Florida State,7,6,0,0.538,26.5,19.8,6.19,2.19,11,9,,,2006,acc
6,North Carolina State,3,9,0,0.25,17.5,21.8,-4.11,0.64,,,,,2006,acc
8,Georgia Tech,9,5,0,0.643,24.9,18.4,6.5,1.64,,13,,,2006,acc
9,Virginia Tech,10,3,0,0.769,25.8,11,12.47,0.16,17,11,19,,2006,acc
10,Virginia,5,7,0,0.417,15.1,17.8,-2.5,0.42,,,,,2006,acc
11,Miami (FL),7,6,0,0.538,19.6,15.5,3.02,0.4,12,12,,,2006,acc
12,North Carolina,3,9,0,0.25,18,30.5,-7.54,2.46,,,,,2006,acc
13,Duke,0,12,0,0,14.9,33.8,-14.98,2.36,,,,,2006,acc
1,Boston College,11,3,0,0.786,28.3,20.4,9.75,1.54,,2,10,,2007,acc
2,Clemson,9,4,0,0.692,33.1,18.7,11.4,1.71,,13,21,,2007,acc
3,Wake Forest,9,4,0,0.692,27.8,22.2,7.07,1.22,,21,,,2007,acc
4,Florida State,7,6,0,0.538,23.3,22.9,5.02,4.33,19,19,,,2007,acc
5,Maryland,6,7,0,0.462,24.1,21.5,4.31,3.15,,,,,2007,acc
6,North Carolina State,5,7,0,0.417,20.8,28.3,-3.13,2.96,,,,,2007,acc
8,Virginia Tech,11,3,0,0.786,28.7,16.1,14.22,2.86,9,5,9,,2007,acc
9,Virginia,9,4,0,0.692,24.4,19.7,5.89,1.66,,16,,,2007,acc
10,Georgia Tech,7,6,0,0.538,26.2,20.8,3.94,1.24,,15,,,2007,acc
11,North Carolina,4,8,0,0.333,21.2,24.5,-1.82,2.02,,,,,2007,acc
12,Miami (FL),5,7,0,0.417,20.6,26,-1.23,1.6,,,,,2007,acc
13,Duke,1,11,0,0.083,17.9,33.2,-10.34,3.33,,,,,2007,acc
1,Florida State,9,4,0,0.692,33.4,20.2,10.67,2.67,,16,21,,2008,acc
2,Boston College,9,5,0,0.643,24.7,18.4,6.72,2.15,,18,,,2008,acc
3,Maryland,8,5,0,0.615,21.8,22.5,2.96,1.73,,22,,,2008,acc
4,Wake Forest,8,5,0,0.615,21,18.3,7.45,4.68,23,16,,,2008,acc
5,Clemson,7,6,0,0.538,25.2,17.3,6.97,2.51,9,9,,,2008,acc
6,North Carolina State,6,7,0,0.462,23.5,26.3,1.41,3.57,,,,,2008,acc
8,Virginia Tech,10,4,0,0.714,22.1,16.7,8.14,2.43,17,15,15,,2008,acc
9,Georgia Tech,9,4,0,0.692,24.4,20.3,6.78,1.7,,14,22,,2008,acc
10,North Carolina,8,5,0,0.615,27.7,21.2,7.9,2.67,,17,,,2008,acc
11,Miami (FL),7,6,0,0.538,27.1,24.2,4.85,3.62,,23,,,2008,acc
12,Virginia,5,7,0,0.417,16.1,21.7,1.4,4.57,,,,,2008,acc
13,Duke,4,8,0,0.333,20.1,23.4,-0.39,3.28,,,,,2008,acc
1,Clemson,9,5,0,0.643,31.1,20.4,11.73,4.01,,15,24,,2009,acc
2,Boston College,8,5,0,0.615,24.8,19.8,5.47,2.17,,,,,2009,acc
3,Florida State,7,6,0,0.538,30.1,30,6.08,5.38,18,18,,,2009,acc
4,Wake Forest,5,7,0,0.417,26.3,26.3,1.85,2.94,,,,,2009,acc
5,North Carolina State,5,7,0,0.417,30.3,31.2,-1.06,2.36,,,,,2009,acc
6,Maryland,2,10,0,0.167,21.3,31.3,-6.6,2.65,,,,,2009,acc
8,Georgia Tech,11,3,0,0.786,33.8,24.8,13.54,4.83,15,7,13,,2009,acc
9,Virginia Tech,10,3,0,0.769,31.8,15.6,18.57,5.42,7,4,10,,2009,acc
10,Miami (FL),9,4,0,0.692,30.3,22.2,12.2,4.73,,8,19,,2009,acc
11,North Carolina,8,5,0,0.615,23.8,17.1,8.04,3.04,21,19,,,2009,acc
12,Duke,5,7,0,0.417,25.2,28.3,-2.45,-0.2,,,,,2009,acc
13,Virginia,3,9,0,0.25,19.3,26.3,-3,4.5,,,,,2009,acc
1,Florida State,10,4,0,0.714,31.4,19.6,14.2,5.06,20,16,17,,2010,acc
2,Maryland,9,4,0,0.692,32.2,22.2,7.02,1.33,,23,23,,2010,acc
3,North Carolina State,9,4,0,0.692,31.8,21.3,11,2.92,,21,25,,2010,acc
4,Boston College,7,6,0,0.538,18.5,19.5,2.15,3,,,,,2010,acc
5,Clemson,6,7,0,0.462,24,18.8,7.35,3.74,,,,,2010,acc
6,Wake Forest,3,9,0,0.25,22.8,35.8,-5.07,4.26,,,,,2010,acc
8,Virginia Tech,11,3,0,0.786,33.9,20.6,14.03,2.74,10,10,16,,2010,acc
9,Miami (FL),7,6,0,0.538,26.3,20.7,8.26,4.72,13,12,,,2010,acc
10,North Carolina,8,5,0,0.615,25.3,23.2,5.15,2.84,18,18,,,2010,acc
11,Georgia Tech,6,7,0,0.462,26,25.2,0.8,0.8,16,15,,,2010,acc
12,Virginia,4,8,0,0.333,25.3,28.3,-3.29,0.37,,,,,2010,acc
13,Duke,3,9,0,0.25,25.3,35.4,-4.59,2.66,,,,,2010,acc
1,Clemson,10,4,0,0.714,33.6,29.3,6.54,1.18,,6,22,,2011,acc
2,Florida State,9,4,0,0.692,30.6,15.1,11.22,0.38,6,5,23,,2011,acc
3,Wake Forest,6,7,0,0.462,26,27.4,-0.66,1.11,,,,,2011,acc
4,North Carolina State,8,5,0,0.615,28.2,24.7,2.57,-1.97,,,,,2011,acc
5,Boston College,4,8,0,0.333,18.2,23.5,-4.61,0.89,,,,,2011,acc
6,Maryland,2,10,0,0.167,23.1,34.3,-8.22,2.62,,,,,2011,acc
8,Virginia Tech,11,3,0,0.786,27.9,17.6,8.21,0.21,13,5,21,,2011,acc
9,Georgia Tech,8,5,0,0.615,34.3,26.1,3.4,-1.29,,12,,,2011,acc
10,Virginia,8,5,0,0.615,23.2,23.8,0.14,-0.79,,24,,,2011,acc
11,North Carolina,7,6,0,0.538,28,24.8,3.63,1.17,,,,,2011,acc
12,Miami (FL),6,6,0,0.5,26.5,20.1,5.17,0.67,,,,,2011,acc
13,Duke,3,9,0,0.25,22.5,31.2,-7.34,0.24,,,,,2011,acc
1,Florida State,12,2,0,0.857,39.3,14.7,13.56,-0.66,7,3,10,,2012,acc
2,Clemson,11,2,0,0.846,41,24.8,14.75,1.14,14,10,11,,2012,acc
3,North Carolina State,7,6,0,0.538,28.1,25.6,1.46,-0.77,,,,,2012,acc
4,Wake Forest,5,7,0,0.417,18.5,31.8,-6.2,1.05,,,,,2012,acc
5,Maryland,4,8,0,0.333,20.1,27.2,-6.59,-0.26,,,,,2012,acc
6,Boston College,2,10,0,0.167,19.8,29.7,-6.74,2.01,,,,,2012,acc
8,North Carolina,8,4,0,0.667,40.6,25.7,4.52,-2.98,,,,,2012,acc
9,Miami (FL),7,5,0,0.583,31.4,30.5,4.07,2.32,,,,,2012,acc
10,Georgia Tech,7,7,0,0.5,33.6,28.3,5.18,2.89,,,,,2012,acc
11,Virginia Tech,7,6,0,0.538,25.1,22.8,3.13,2.21,16,13,,,2012,acc
12,Duke,6,7,0,0.462,31.5,36,-0.28,1.72,,,,,2012,acc
13,Virginia,4,8,0,0.333,22.8,28.9,-3.84,0.99,,,,,2012,acc
1,Florida State,14,0,0,1,51.6,12.1,23.36,1.29,11,1,1,,2013,acc
2,Clemson,11,2,0,0.846,40.2,22.2,14.98,3.06,8,3,8,,2013,acc
3,Boston College,7,6,0,0.538,27.7,28.9,1.28,2.2,,,,,2013,acc
4,Syracuse,7,6,0,0.538,22.7,25.4,2.81,2.88,,,,,2013,acc
5,Maryland,7,6,0,0.538,26.2,25.3,0.64,-0.97,,25,,,2013,acc
6,Wake Forest,4,8,0,0.333,18.3,24.1,0,2.17,,,,,2013,acc
7,North Carolina State,3,9,0,0.25,22.8,30.2,-5.66,1.59,,,,,2013,acc
9,Duke,10,4,0,0.714,32.8,26.6,7.86,2.36,,20,23,,2013,acc
10,Miami (FL),9,4,0,0.692,33.8,26.8,6.59,2.51,,7,,,2013,acc
11,Virginia Tech,8,5,0,0.615,22.5,19.3,6.41,4.49,,16,,,2013,acc
12,Georgia Tech,7,6,0,0.538,35.1,22.8,7.21,3.67,,,,,2013,acc
13,North Carolina,7,6,0,0.538,32.7,24.5,6.22,1.91,,,,,2013,acc
14,Pitt,7,6,0,0.538,26.3,27.2,3.72,3.49,,,,,2013,acc
15,Virginia,2,10,0,0.167,19.8,33.3,-4.94,6.06,,,,,2013,acc
1,Florida State,13,1,0,0.929,33.7,25.6,14.48,5.13,1,1,5,,2014,acc
2,Clemson,10,3,0,0.769,30.8,16.7,11.63,2.86,16,15,15,,2014,acc
3,Louisville,9,4,0,0.692,31.2,21.8,10.52,3.22,,20,24,,2014,acc
4,Boston College,7,6,0,0.538,26.2,21.3,6.04,2.35,,,,,2014,acc
5,North Carolina State,8,5,0,0.615,30.2,27,4.17,1.25,,,,,2014,acc
6,Syracuse,3,9,0,0.25,17.1,24.3,-4.84,3,,,,,2014,acc
7,Wake Forest,3,9,0,0.25,14.8,26.4,-7.64,1.61,,,,,2014,acc
9,Georgia Tech,11,3,0,0.786,37.9,25.7,15.92,4.78,,8,8,,2014,acc
10,Duke,9,4,0,0.692,32.4,21.8,6.64,-0.82,,19,,,2014,acc
11,North Carolina,6,7,0,0.462,33.2,39,0.14,4.29,23,21,,,2014,acc
12,Pitt,6,7,0,0.462,31.8,26.3,2.74,0.97,,,,,2014,acc
13,Virginia Tech,7,6,0,0.538,24.1,20.2,6.71,3.32,,17,,,2014,acc
14,Miami (FL),6,7,0,0.462,29.2,24.3,8.04,4.65,,,,,2014,acc
15,Virginia,5,7,0,0.417,25.8,24.1,4.83,4.5,,,,,2014,acc
1,Clemson,14,1,0,0.933,38.5,21.7,18.88,5.21,12,1,2,,2015,acc
2,Florida State,10,3,0,0.769,31.7,17.5,13.59,1.97,10,9,14,,2015,acc
3,Louisville,8,5,0,0.615,28.7,24.1,6.69,3.23,,,,,2015,acc
4,North Carolina State,7,6,0,0.538,33.2,25.8,5.06,0.83,,,,,2015,acc
5,Syracuse,4,8,0,0.333,27.3,31,-1.51,3.91,,,,,2015,acc
6,Wake Forest,3,9,0,0.25,17.4,24.6,-3.7,3.55,,,,,2015,acc
7,Boston College,3,9,0,0.25,17.2,15.3,-1.73,2.11,,,,,2015,acc
9,North Carolina,11,3,0,0.786,40.7,24.5,12.73,1.09,,8,15,,2015,acc
10,Pitt,8,5,0,0.615,28.2,26.1,6.32,3.78,,23,,,2015,acc
11,Miami (FL),8,5,0,0.615,27.8,28.2,5.69,3.38,,,,,2015,acc
12,Duke,8,5,0,0.615,31.5,25.4,2.94,-0.75,,22,,,2015,acc
13,Virginia Tech,7,6,0,0.538,31,26.3,5.04,1.65,,,,,2015,acc
14,Virginia,4,8,0,0.333,25.8,32.2,-0.95,4.14,,,,,2015,acc
15,Georgia Tech,3,9,0,0.25,29.3,25.8,1.43,4.6,16,14,,,2015,acc
1,Clemson,14,1,0,0.933,39.2,18,20.08,6.55,2,1,1,,2016,acc
2,Louisville,9,4,0,0.692,42.5,23.8,11.87,2.1,19,3,21,,2016,acc
3,Florida State,10,3,0,0.769,35.1,25,15.01,6.16,4,2,8,,2016,acc
4,North Carolina State,7,6,0,0.538,27,22.8,7.49,3.49,,,,,2016,acc
5,Wake Forest,7,6,0,0.538,20.4,22.2,0.73,1.8,,,,,2016,acc
6,Boston College,7,6,0,0.538,20.4,25,0.58,0.5,,,,,2016,acc
7,Syracuse,4,8,0,0.333,25.7,38.6,-4.51,4.57,,,,,2016,acc
9,Virginia Tech,10,4,0,0.714,35,22.8,11,2.43,,16,16,,2016,acc
10,Miami (FL),9,4,0,0.692,34.3,18.5,13.36,2.82,,10,20,,2016,acc
11,North Carolina,8,5,0,0.615,32.3,24.9,8.25,1.79,22,15,,,2016,acc
