games,L,T,W,conference,division,School,yearID,ch_win,ch_ru
7,5,0,2,FBS Independents,,Samford,1907,N,N
9,1,0,8,FBS Independents,,Sewanee Univ. of the South,1907,N,N
8,2,0,6,FBS Independents,,Swarthmore,1907,N,N
9,4,0,5,FBS Independents,,Syracuse,1907,N,N
8,2,0,6,FBS Independents,,TCU,1907,N,N
10,3,0,7,FBS Independents,,Tennessee,1907,N,N
8,2,0,6,FBS Independents,,Texas,1907,N,N
8,1,0,7,FBS Independents,,Texas A&M,1907,N,N
5,2,0,3,FBS Independents,,Tulane,1907,N,N
9,3,0,6,FBS Independents,,Utah,1907,N,N
7,1,0,6,FBS Independents,,Vanderbilt,1907,N,N
7,5,0,2,FBS Independents,,Villanova,1907,N,N
10,4,0,6,FBS Independents,,Virginia,1907,N,N
9,2,0,7,FBS Independents,,Virginia Tech,1907,N,N
9,2,0,7,FBS Independents,,Washington & Jefferson,1907,N,N
6,2,0,4,FBS Independents,,Washington & Lee,1907,N,N
6,5,0,1,Missouri Valley,,Washington (MO),1907,N,N
5,2,0,3,Western,,Wisconsin,1907,N,N
10,0,0,10,FBS Independents,,Yale,1907,Y,N
8,2,0,6,FBS Independents,,Alabama,1908,N,N
9,4,0,5,FBS Independents,,Arkansas,1908,N,N
9,3,0,6,FBS Independents,,Army,1908,N,N
7,1,0,6,FBS Independents,,Auburn,1908,N,N
8,5,0,3,FBS Independents,,Baylor,1908,N,N
9,3,0,6,FBS Independents,,Brown,1908,N,N
10,5,0,5,FBS Independents,,Bucknell,1908,N,N
13,2,0,11,FBS Independents,,Carlisle,1908,N,N
6,1,0,5,Western,,Chicago,1908,N,N
7,6,0,1,FBS Independents,,Clemson,1908,N,N
7,3,0,4,FBS Independents,,Colgate,1908,N,N
7,2,0,5,FBS Independents,,Colorado,1908,N,N
7,2,0,5,FBS Independents,,Colorado College,1908,N,N
5,3,0,2,FBS Independents,,Colorado Mines,1908,N,N
9,1,0,8,FBS Independents,,Cornell,1908,N,N
10,4,0,6,FBS Independents,,Davidson,1908,N,N
8,1,0,7,FBS Independents,,Denver,1908,N,N
9,4,0,5,FBS Independents,,Dickinson,1908,N,N
8,2,0,6,Missouri Valley,,Drake,1908,N,N
7,5,0,2,FBS Independents,,Georgetown,1908,N,N
10,2,0,8,FBS Independents,,George Washington,1908,N,N
8,2,0,6,FBS Independents,,Georgia,1908,N,N
9,3,0,6,FBS Independents,,Georgia Tech,1908,N,N
10,0,0,10,FBS Independents,,Harvard,1908,N,N
9,5,0,4,FBS Independents,,Haskell,1908,N,N
7,2,0,5,Western,,Illinois,1908,N,N
7,4,0,3,Western,,Indiana,1908,N,N
7,5,0,2,Western,,Iowa,1908,N,N
9,3,0,6,Missouri Valley,,Iowa State,1908,N,N
9,0,0,9,Missouri Valley,,Kansas,1908,N,N
10,3,0,7,FBS Independents,,Lafayette,1908,N,N
7,3,0,4,FBS Independents,,Lehigh,1908,N,N
10,0,0,10,FBS Independents,,LSU,1908,Y,N
8,2,0,6,FBS Independents,,Michigan,1908,N,N
6,3,0,3,Western,,Minnesota,1908,N,N
7,4,0,3,FBS Independents,,Mississippi State,1908,N,N
8,2,0,6,Missouri Valley,,Missouri,1908,N,N
12,3,0,9,FBS Independents,,Navy,1908,N,N
7,1,0,6,FBS Independents,,NC State,1908,N,N
10,2,0,8,Missouri Valley,,Nebraska,1908,N,N
9,4,0,5,FBS Independents,,North Carolina,1908,N,N
4,2,0,2,Western,,Northwestern,1908,N,N
8,5,0,3,FBS Independents,,Ole Miss,1908,N,N
10,5,0,5,FBS Independents,,Penn State,1908,N,N
11,3,0,8,FBS Independents,,Pittsburgh,1908,N,N
10,4,0,6,FBS Independents,,Princeton,1908,N,N
7,3,0,4,Western,,Purdue,1908,N,N
10,3,0,7,FBS Independents,,Saint Louis,1908,N,N
8,1,0,7,FBS Independents,,Sewanee Univ. of the South,1908,N,N
10,3,0,7,FBS Independents,,Syracuse,1908,N,N
9,3,0,6,FBS Independents,,TCU,1908,N,N
9,2,0,7,FBS Independents,,Tennessee,1908,N,N
9,4,0,5,FBS Independents,,Texas,1908,N,N
8,5,0,3,FBS Independents,,Texas A&M,1908,N,N
8,1,0,7,FBS Independents,,Tulane,1908,N,N
6,3,0,3,FBS Independents,,Utah,1908,N,N
10,3,0,7,FBS Independents,,Vanderbilt,1908,N,N
7,6,0,1,FBS Independents,,Villanova,1908,N,N
8,1,0,7,FBS Independents,,Virginia,1908,N,N
9,4,0,5,FBS Independents,,Virginia Tech,1908,N,N
6,5,0,1,FBS Independents,,Wake Forest,1908,N,N
13,2,0,11,FBS Independents,,Washington & Jefferson,1908,N,N
8,2,0,6,FBS Independents,,Washington & Lee,1908,N,N
9,4,0,5,Missouri Valley,,Washington (MO),1908,N,N
6,1,0,5,Western,,Wisconsin,1908,N,N
9,2,0,7,FBS Independents,,Yale,1908,N,N
8,1,0,7,FBS Independents,,Alabama,1909,N,N
7,0,0,7,FBS Independents,,Arkansas,1909,N,N
5,2,0,3,FBS Independents,,Army,1909,N,N
7,2,0,5,FBS Independents,,Auburn,1909,N,N
8,3,0,5,FBS Independents,,Baylor,1909,N,N
10,3,0,7,FBS Independents,,Brown,1909,N,N
9,5,0,4,FBS Independents,,Bucknell,1909,N,N
12,4,0,8,FBS Independents,,Carlisle,1909,N,N
7,5,0,2,FBS Independents,,Chattanooga,1909,N,N
7,2,0,5,Western,,Chicago,1909,N,N
9,3,0,6,FBS Independents,,Clemson,1909,N,N
8,3,0,5,FBS Independents,,Colgate,1909,N,N
6,0,0,6,FBS Independents,,Colorado,1909,N,N
7,2,0,5,FBS Independents,,Colorado College,1909,N,N
6,3,0,3,FBS Independents,,Colorado Mines,1909,N,N
8,5,0,3,FBS Independents,,Cornell,1909,N,N
9,4,0,5,FBS Independents,,Davidson,1909,N,N
9,2,0,7,FBS Independents,,Denver,1909,N,N
9,4,0,5,FBS Independents,,Dickinson,1909,N,N
8,1,0,7,Missouri Valley,,Drake,1909,N,N
8,3,0,5,FBS Independents,,Fordham,1909,N,N
6,2,0,4,FBS Independents,,Georgetown,1909,N,N
7,5,0,2,FBS Independents,,Georgia,1909,N,N
9,2,0,7,FBS Independents,,Georgia Tech,1909,N,N
9,1,0,8,FBS Independents,,Harvard,1909,N,N
9,2,0,7,FBS Independents,,Haskell,1909,N,N
7,2,0,5,Western,,Illinois,1909,N,N
7,3,0,4,Western,,Indiana,1909,N,N
7,4,0,3,Western,,Iowa,1909,N,N
8,4,0,4,Missouri Valley,,Iowa State,1909,N,N
9,1,0,8,Missouri Valley,,Kansas,1909,N,N
8,0,0,8,FBS Independents,,Lafayette,1909,N,N
9,5,0,4,FBS Independents,,Lehigh,1909,N,N
8,2,0,6,FBS Independents,,LSU,1909,N,N
7,4,0,3,FBS Independents,,Mercer,1909,N,N
7,1,0,6,FBS Independents,,Michigan,1909,N,N
7,1,0,6,Western,,Minnesota,1909,N,N
9,4,0,5,FBS Independents,,Mississippi State,1909,N,N
8,0,0,8,Missouri Valley,,Missouri,1909,N,N
8,4,0,4,FBS Independents,,Navy,1909,N,N
7,1,0,6,FBS Independents,,NC State,1909,N,N
8,5,0,3,Missouri Valley,,Nebraska,1909,N,N
7,2,0,5,FBS Independents,,North Carolina,1909,N,N
5,4,0,1,Western,,Northwestern,1909,N,N
10,4,0,6,FBS Independents,,Oklahoma,1909,N,N
9,4,0,5,FBS Independents,,Ole Miss,1909,N,N
7,0,0,7,FBS Independents,,Penn State,1909,N,N
9,2,0,7,FBS Independents,,Pittsburgh,1909,N,N
9,2,0,7,FBS Independents,,Princeton,1909,N,N
7,5,0,2,Western,,Purdue,1909,N,N
10,7,0,3,FBS Independents,,Richmond,1909,N,N
8,2,0,6,FBS Independents,,Samford,1909,N,N
7,1,0,6,FBS Independents,,Sewanee Univ. of the South,1909,N,N
8,6,0,2,FBS Independents,,South Carolina,1909,N,N
10,5,0,5,FBS Independents,,Syracuse,1909,N,N
8,2,0,6,FBS Independents,,TCU,1909,N,N
9,7,0,2,FBS Independents,,Tennessee,1909,N,N
8,3,0,5,FBS Independents,,Texas,1909,N,N
8,1,0,7,FBS Independents,,Texas A&M,1909,N,N
9,5,0,4,FBS Independents,,The Citadel,1909,N,N
9,5,0,4,FBS Independents,,Tulane,1909,N,N
10,3,0,7,FBS Independents,,Vanderbilt,1909,N,N
5,2,0,3,FBS Independents,,Villanova,1909,N,N
8,1,0,7,FBS Independents,,Virginia,1909,N,N
7,1,0,6,FBS Independents,,Virginia Tech,1909,N,N
6,4,0,2,FBS Independents,,Wake Forest,1909,N,N
10,1,0,9,FBS Independents,,Washington & Jefferson,1909,N,N
7,3,0,4,FBS Independents,,Washington & Lee,1909,N,N
7,4,0,3,Missouri Valley,,Washington (MO),1909,N,N
9,5,0,4,FBS Independents,,West Virginia,1909,N,N
5,1,0,4,Western,,Wisconsin,1909,N,N
8,5,0,3,FBS Independents,,Wyoming,1909,N,N
10,0,0,10,FBS Independents,,Yale,1909,Y,N
8,4,0,4,FBS Independents,,Alabama,1910,N,N
8,1,0,7,FBS Independents,,Arkansas,1910,N,N
8,2,0,6,FBS Independents,,Army,1910,N,N
7,1,0,6,FBS Independents,,Auburn,1910,N,N
8,1,0,7,FBS Independents,,Baylor,1910,N,N
10,3,0,7,FBS Independents,,Brown,1910,N,N
8,6,0,2,FBS Independents,,Bucknell,1910,N,N
14,6,0,8,FBS Independents,,Carlisle,1910,N,N
8,7,0,1,FBS Independents,,Carnegie Mellon,1910,N,N
8,2,0,6,FBS Independents,,Chattanooga,1910,N,N
7,5,0,2,Western,,Chicago,1910,N,N
8,4,0,4,FBS Independents,,Clemson,1910,N,N
7,2,0,5,FBS Independents,,Colgate,1910,N,N
6,0,0,6,Rocky Mountain,,Colorado,1910,N,N
7,0,0,7,Rocky Mountain,,Colorado College,1910,N,N
6,4,0,2,Rocky Mountain,,Colorado Mines,1910,N,N
5,5,0,0,Rocky Mountain,,Colorado State,1910,N,N
8,3,0,5,FBS Independents,,Cornell,1910,N,N
8,2,0,6,FBS Independents,,Davidson,1910,N,N
8,4,0,4,Rocky Mountain,,Denver,1910,N,N
10,7,0,3,FBS Independents,,Dickinson,1910,N,N
8,5,0,3,Missouri Valley,,Drake,1910,N,N
8,1,0,7,FBS Independents,,Georgetown,1910,N,N
9,2,0,7,FBS Independents,,Georgia,1910,N,N
8,3,0,5,FBS Independents,,Georgia Tech,1910,N,N
9,0,0,9,FBS Independents,,Harvard,1910,Y,N
9,7,0,2,FBS Independents,,Haskell,1910,N,N
7,0,0,7,Western,,Illinois,1910,N,N
7,1,0,6,Western,,Indiana,1910,N,N
7,2,0,5,Western,,Iowa,1910,N,N
8,4,0,4,Missouri Valley,,Iowa State,1910,N,N
8,2,0,6,Missouri Valley,,Kansas,1910,N,N
9,2,0,7,FBS Independents,,Lafayette,1910,N,N
9,6,0,3,FBS Independents,,Lehigh,1910,N,N
6,5,0,1,FBS Independents,,LSU,1910,N,N
9,3,0,6,FBS Independents,,Mercer,1910,N,N
6,1,0,5,FBS Independents,,Michigan,1910,N,N
7,1,0,6,Western,,Minnesota,1910,N,N
9,2,0,7,FBS Independents,,Mississippi State,1910,N,N
8,3,0,5,Missouri Valley,,Missouri,1910,N,N
9,1,0,8,FBS Independents,,Navy,1910,N,N
6,2,0,4,FBS Independents,,NC State,1910,N,N
8,1,0,7,Missouri Valley,,Nebraska,1910,N,N
9,6,0,3,FBS Independents,,North Carolina,1910,N,N
5,3,0,2,Western,,Northwestern,1910,N,N
8,1,0,7,FBS Independents,,Ole Miss,1910,N,N
8,3,0,5,FBS Independents,,Penn State,1910,N,N
9,0,0,9,FBS Independents,,Pittsburgh,1910,Y,N
8,1,0,7,FBS Independents,,Princeton,1910,N,N
6,5,0,1,Western,,Purdue,1910,N,N
8,7,0,1,FBS Independents,,Samford,1910,N,N
10,2,0,8,FBS Independents,,Sewanee Univ. of the South,1910,N,N
8,4,0,4,FBS Independents,,South Carolina,1910,N,N
6,4,0,2,FBS Independents,,Southwestern University,1910,N,N
10,5,0,5,FBS Independents,,Syracuse,1910,N,N
9,7,0,2,FBS Independents,,TCU,1910,N,N
9,6,0,3,FBS Independents,,Tennessee,1910,N,N
8,2,0,6,FBS Independents,,Texas,1910,N,N
9,1,0,8,FBS Independents,,Texas A&M,1910,N,N
7,4,0,3,FBS Independents,,The Citadel,1910,N,N
7,7,0,0,FBS Independents,,Tulane,1910,N,N
6,2,0,4,Rocky Mountain,,Utah,1910,N,N
9,0,0,9,FBS Independents,,Vanderbilt,1910,N,N
6,4,0,2,FBS Independents,,Villanova,1910,N,N
8,2,0,6,FBS Independents,,Virginia,1910,N,N
8,2,0,6,FBS Independents,,Virginia Tech,1910,N,N
9,7,0,2,FBS Independents,,Wake Forest,1910,N,N
7,3,0,4,FBS Independents,,Washington & Jefferson,1910,N,N
7,3,0,4,FBS Independents,,Washington & Lee,1910,N,N
7,4,0,3,Missouri Valley,,Washington (MO),1910,N,N
5,4,0,1,Western,,Wisconsin,1910,N,N
8,4,0,4,Rocky Mountain,,Wyoming,1910,N,N
10,4,0,6,FBS Independents,,Yale,1910,N,N
9,2,0,7,FBS Independents,,Alabama,1911,N,N
9,2,0,7,FBS Independents,,Arkansas,1911,N,N
8,2,0,6,FBS Independents,,Army,1911,N,N
7,2,0,5,FBS Independents,,Auburn,1911,N,N
9,5,0,4,FBS Independents,,Baylor,1911,N,N
11,4,0,7,FBS Independents,,Brown,1911,N,N
10,3,0,7,FBS Independents,,Bucknell,1911,N,N
12,1,0,11,FBS Independents,,Carlisle,1911,N,N
7,1,0,6,Western,,Chicago,1911,N,N
8,5,0,3,FBS Independents,,Clemson,1911,N,N
9,6,0,3,FBS Independents,,Colgate,1911,N,N
6,0,0,6,Rocky Mountain,,Colorado,1911,N,N
7,3,0,4,Rocky Mountain,,Colorado College,1911,N,N
7,5,0,2,Rocky Mountain,,Colorado Mines,1911,N,N
6,6,0,0,Rocky Mountain,,Colorado State,1911,N,N
10,3,0,7,FBS Independents,,Cornell,1911,N,N
8,3,0,5,FBS Independents,,Davidson,1911,N,N
8,3,0,5,Rocky Mountain,,Denver,1911,N,N
8,3,0,5,Missouri Valley,,Drake,1911,N,N
6,0,0,6,FBS Independents,,Florida,1911,N,N
9,1,0,8,FBS Independents,,Georgetown,1911,N,N
9,2,0,7,FBS Independents,,Georgia,1911,N,N
9,3,0,6,FBS Independents,,Georgia Tech,1911,N,N
9,3,0,6,FBS Independents,,Harvard,1911,N,N
7,2,0,5,Western,,Illinois,1911,N,N
7,4,0,3,Western,,Indiana,1911,N,N
7,4,0,3,Western,,Iowa,1911,N,N
8,2,0,6,Missouri Valley,,Iowa State,1911,N,N
8,3,0,5,Missouri Valley,,Kansas,1911,N,N
10,2,0,8,FBS Independents,,Lafayette,1911,N,N
11,5,0,6,FBS Independents,,Lehigh,1911,N,N
9,3,0,6,FBS Independents,,LSU,1911,N,N
10,5,0,5,FBS Independents,,Mercer,1911,N,N
8,2,0,6,FBS Independents,,Michigan,1911,N,N
7,0,0,7,Western,,Minnesota,1911,N,N
6,5,0,1,FBS Independents,,Mississippi College,1911,N,N
10,3,0,7,FBS Independents,,Mississippi State,1911,N,N
8,5,0,3,Missouri Valley,,Missouri,1911,N,N
9,3,0,6,FBS Independents,,Navy,1911,N,N
8,3,0,5,FBS Independents,,NC State,1911,N,N
8,2,0,6,Missouri Valley,,Nebraska,1911,N,N
8,1,0,7,FBS Independents,,North Carolina,1911,N,N
7,4,0,3,Western,,Northwestern,1911,N,N
9,3,0,6,FBS Independents,,Ole Miss,1911,N,N
9,0,0,9,FBS Independents,,Penn State,1911,Y,N
8,4,0,4,FBS Independents,,Pittsburgh,1911,N,N
10,1,0,9,FBS Independents,,Princeton,1911,Y,N
7,4,0,3,Western,,Purdue,1911,N,N
8,6,0,2,FBS Independents,,Samford,1911,N,N
10,4,0,6,FBS Independents,,Sewanee Univ. of the South,1911,N,N
7,5,0,2,FBS Independents,,South Carolina,1911,N,N
6,4,0,2,FBS Independents,,Southwestern University,1911,N,N
10,3,0,7,FBS Independents,,Syracuse,1911,N,N
9,5,0,4,FBS Independents,,Tennessee,1911,N,N
7,2,0,5,FBS Independents,,Texas,1911,N,N
7,1,0,6,FBS Independents,,Texas A&M,1911,N,N
9,3,0,6,FBS Independents,,The Citadel,1911,N,N
9,4,0,5,FBS Independents,,Tulane,1911,N,N
7,1,0,6,Rocky Mountain,,Utah,1911,N,N
9,1,0,8,FBS Independents,,Vanderbilt,1911,N,N
6,5,0,1,FBS Independents,,Villanova,1911,N,N
10,2,0,8,FBS Independents,,Virginia,1911,N,N
9,3,0,6,FBS Independents,,Virginia Tech,1911,N,N
8,5,0,3,FBS Independents,,Wake Forest,1911,N,N
10,4,0,6,FBS Independents,,Washington & Jefferson,1911,N,N
8,2,0,6,FBS Independents,,Washington & Lee,1911,N,N
8,3,0,5,Missouri Valley,,Washington (MO),1911,N,N
7,2,0,5,Western,,Wisconsin,1911,N,N
8,3,0,5,Rocky Mountain,,Wyoming,1911,N,N
10,2,0,8,FBS Independents,,Yale,1911,N,N
9,4,0,5,FBS Independents,,Alabama,1912,N,N
10,6,0,4,FBS Independents,,Arkansas,1912,N,N
8,3,0,5,FBS Independents,,Army,1912,N,N
8,2,0,6,FBS Independents,,Auburn,1912,N,N
8,5,0,3,FBS Independents,,Baylor,1912,N,N
10,4,0,6,FBS Independents,,Brown,1912,N,N
10,3,0,7,FBS Independents,,Bucknell,1912,N,N
14,1,0,13,FBS Independents,,Carlisle,1912,N,N
7,1,0,6,Western,,Chicago,1912,N,N
8,4,0,4,FBS Independents,,Clemson,1912,N,N
7,2,0,5,FBS Independents,,Colgate,1912,N,N
9,3,0,6,Rocky Mountain,,Colorado,1912,N,N
9,4,0,5,Rocky Mountain,,Colorado College,1912,N,N
10,1,0,9,Rocky Mountain,,Colorado Mines,1912,N,N
5,2,0,3,Rocky Mountain,,Colorado State,1912,N,N
10,7,0,3,FBS Independents,,Cornell,1912,N,N
9,2,0,7,FBS Independents,,Dartmouth,1912,N,N
7,4,0,3,FBS Independents,,Davidson,1912,N,N
9,7,0,2,Rocky Mountain,,Denver,1912,N,N
8,3,0,5,Missouri Valley,,Drake,1912,N,N
8,3,0,5,FBS Independents,,Florida,1912,N,N
9,1,0,8,FBS Independents,,Georgetown,1912,N,N
8,2,0,6,FBS Independents,,Georgia,1912,N,N
9,4,0,5,FBS Independents,,Georgia Tech,1912,N,N
9,0,0,9,FBS Independents,,Harvard,1912,Y,N
7,3,0,4,Western,,Illinois,1912,N,N
7,5,0,2,Western,,Indiana,1912,N,N
7,3,0,4,Western,,Iowa,1912,N,N
8,2,0,6,Missouri Valley,,Iowa State,1912,N,N
8,4,0,4,Missouri Valley,,Kansas,1912,N,N
10,2,0,8,FBS Independents,,Kansas State,1912,N,N
10,6,0,4,FBS Independents,,Lafayette,1912,N,N
11,2,0,9,FBS Independents,,Lehigh,1912,N,N
7,3,0,4,FBS Independents,,LSU,1912,N,N
9,3,0,6,FBS Independents,,Mercer,1912,N,N
7,2,0,5,FBS Independents,,Michigan,1912,N,N
7,3,0,4,Western,,Minnesota,1912,N,N
7,4,0,3,FBS Independents,,Mississippi College,1912,N,N
7,3,0,4,FBS Independents,,Mississippi State,1912,N,N
8,3,0,5,Missouri Valley,,Missouri,1912,N,N
9,3,0,6,FBS Independents,,Navy,1912,N,N
7,3,0,4,FBS Independents,,NC State,1912,N,N
8,1,0,7,Missouri Valley,,Nebraska,1912,N,N
8,5,0,3,FBS Independents,,North Carolina,1912,N,N
6,4,0,2,Western,,Northwestern,1912,N,N
9,4,0,5,FBS Independents,,Oklahoma,1912,N,N
7,3,0,4,FBS Independents,,Ole Miss,1912,N,N
8,0,0,8,FBS Independents,,Penn State,1912,Y,N
9,6,0,3,FBS Independents,,Pittsburgh,1912,N,N
9,2,0,7,FBS Independents,,Princeton,1912,N,N
7,3,0,4,Western,,Purdue,1912,N,N
7,6,0,1,FBS Independents,,Samford,1912,N,N
8,1,0,7,FBS Independents,,Sewanee Univ. of the South,1912,N,N
8,2,0,6,FBS Independents,,South Carolina,1912,N,N
6,3,0,3,FBS Independents,,Southwestern University,1912,N,N
9,1,0,8,FBS Independents,,Swarthmore,1912,N,N
9,5,0,4,FBS Independents,,Syracuse,1912,N,N
8,4,0,4,FBS Independents,,Tennessee,1912,N,N
8,1,0,7,FBS Independents,,Texas,1912,N,N
9,1,0,8,FBS Independents,,Texas A&M,1912,N,N
6,4,0,2,FBS Independents,,The Citadel,1912,N,N
8,3,0,5,FBS Independents,,Tulane,1912,N,N
7,2,0,5,Rocky Mountain,,Utah,1912,N,N
7,2,0,5,FBS Independents,,Utah State,1912,N,N
10,1,0,9,FBS Independents,,Vanderbilt,1912,N,N
6,3,0,3,FBS Independents,,Villanova,1912,N,N
9,3,0,6,FBS Independents,,Virginia,1912,N,N
9,4,0,5,FBS Independents,,Virginia Tech,1912,N,N
8,6,0,2,FBS Independents,,Wake Forest,1912,N,N
12,4,0,8,FBS Independents,,Washington & Jefferson,1912,N,N
9,1,0,8,FBS Independents,,Washington & Lee,1912,N,N
8,4,0,4,Missouri Valley,,Washington (MO),1912,N,N
7,0,0,7,Western,,Wisconsin,1912,N,N
9,7,0,2,Rocky Mountain,,Wyoming,1912,N,N
9,1,0,8,FBS Independents,,Yale,1912,N,N
9,3,0,6,FBS Independents,,Alabama,1913,N,N
9,2,0,7,FBS Independents,,Arkansas,1913,N,N
9,1,0,8,FBS Independents,,Army,1913,N,N
8,0,0,8,FBS Independents,,Auburn,1913,N,N
10,5,0,5,FBS Independents,,Baylor,1913,N,N
9,5,0,4,FBS Independents,,Brown,1913,N,N
10,4,0,6,FBS Independents,,Bucknell,1913,N,N
12,1,0,11,FBS Independents,,Carlisle,1913,N,N
7,0,0,7,Western,,Chicago,1913,N,N
8,4,0,4,FBS Independents,,Clemson,1913,N,N
8,1,0,7,FBS Independents,,Colgate,1913,N,N
7,2,0,5,Rocky Mountain,,Colorado,1913,N,N
8,2,0,6,Rocky Mountain,,Colorado College,1913,N,N
6,1,0,5,Rocky Mountain,,Colorado Mines,1913,N,N
5,2,0,3,Rocky Mountain,,Colorado State,1913,N,N
10,5,0,5,FBS Independents,,Cornell,1913,N,N
8,1,0,7,FBS Independents,,Dartmouth,1913,N,N
7,5,0,2,FBS Independents,,Davidson,1913,N,N
7,5,0,2,Rocky Mountain,,Denver,1913,N,N
8,4,0,4,Missouri Valley,,Drake,1913,N,N
7,3,0,4,FBS Independents,,Florida,1913,N,N
8,4,0,4,FBS Independents,,Georgetown,1913,N,N
8,2,0,6,FBS Independents,,Georgia,1913,N,N
9,2,0,7,FBS Independents,,Georgia Tech,1913,N,N
9,0,0,9,FBS Independents,,Harvard,1913,Y,N
7,3,0,4,Western,,Illinois,1913,N,N
7,4,0,3,Western,,Indiana,1913,N,N
7,2,0,5,Western,,Iowa,1913,N,N
8,4,0,4,Missouri Valley,,Iowa State,1913,N,N
8,3,0,5,Missouri Valley,,Kansas,1913,N,N
8,4,0,4,Missouri Valley,,Kansas State,1913,N,N
10,6,0,4,FBS Independents,,Lafayette,1913,N,N
8,3,0,5,FBS Independents,,Lehigh,1913,N,N
9,2,0,7,FBS Independents,,LSU,1913,N,N
8,5,0,3,FBS Independents,,Mercer,1913,N,N
7,1,0,6,FBS Independents,,Michigan,1913,N,N
7,2,0,5,Western,,Minnesota,1913,N,N
8,2,0,6,FBS Independents,,Mississippi State,1913,N,N
8,1,0,7,Missouri Valley,,Missouri,1913,N,N
9,2,0,7,FBS Independents,,Navy,1913,N,N
7,1,0,6,FBS Independents,,NC State,1913,N,N
8,0,0,8,Missouri Valley,,Nebraska,1913,N,N
9,4,0,5,FBS Independents,,North Carolina,1913,N,N
7,6,0,1,Western,,Northwestern,1913,N,N
7,0,0,7,FBS Independents,,Notre Dame,1913,N,N
7,3,0,4,Western,,Ohio State,1913,N,N
8,2,0,6,FBS Independents,,Oklahoma,1913,N,N
10,3,0,7,FBS Independents,,Ole Miss,1913,N,N
8,6,0,2,FBS Independents,,Penn State,1913,N,N
9,2,0,7,FBS Independents,,Pittsburgh,1913,N,N
8,2,0,6,FBS Independents,,Princeton,1913,N,N
7,2,0,5,Western,,Purdue,1913,N,N
7,3,0,4,FBS Independents,,Sewanee Univ. of the South,1913,N,N
7,3,0,4,FBS Independents,,South Carolina,1913,N,N
6,5,0,1,FBS Independents,,Southwestern University,1913,N,N
10,4,0,6,FBS Independents,,Syracuse,1913,N,N
9,3,0,6,FBS Independents,,Tennessee,1913,N,N
8,1,0,7,FBS Independents,,Texas,1913,N,N
9,5,0,4,FBS Independents,,Texas A&M,1913,N,N
9,5,0,4,FBS Independents,,The Citadel,1913,N,N
8,5,0,3,FBS Independents,,Tulane,1913,N,N
7,4,0,3,Rocky Mountain,,Utah,1913,N,N
8,3,0,5,FBS Independents,,Vanderbilt,1913,N,N
8,1,0,7,FBS Independents,,Virginia,1913,N,N
9,1,0,8,FBS Independents,,Virginia Tech,1913,N,N
10,3,0,7,FBS Independents,,VMI,1913,N,N
8,8,0,0,FBS Independents,,Wake Forest,1913,N,N
11,0,0,11,FBS Independents,,Washington & Jefferson,1913,N,N
9,1,0,8,FBS Independents,,Washington & Lee,1913,N,N
6,5,0,1,Missouri Valley,,Washington (MO),1913,N,N
9,6,0,3,FBS Independents,,West Virginia,1913,N,N
7,3,0,4,Western,,Wisconsin,1913,N,N
8,3,0,5,FBS Independents,,WV Wesleyan,1913,N,N
5,5,0,0,Rocky Mountain,,Wyoming,1913,N,N
10,5,0,5,FBS Independents,,Yale,1913,N,N
9,4,0,5,FBS Independents,,Alabama,1914,N,N
9,6,0,3,FBS Independents,,Arkansas,1914,N,N
9,0,0,9,FBS Independents,,Army,1914,Y,N
9,0,0,9,FBS Independents,,Auburn,1914,N,N
10,7,0,3,FBS Independents,,Baylor,1914,N,N
9,3,0,6,FBS Independents,,Brown,1914,N,N
9,4,0,5,FBS Independents,,Bucknell,1914,N,N
16,10,0,6,FBS Independents,,Carlisle,1914,N,N
7,2,0,5,Western,,Chicago,1914,N,N
9,3,0,6,FBS Independents,,Clemson,1914,N,N
8,2,0,6,FBS Independents,,Colgate,1914,N,N
6,1,0,5,Rocky Mountain,,Colorado,1914,N,N
6,2,0,4,Rocky Mountain,,Colorado College,1914,N,N
6,0,0,6,Rocky Mountain,,Colorado Mines,1914,N,N
7,4,0,3,Rocky Mountain,,Colorado State,1914,N,N
10,2,0,8,FBS Independents,,Cornell,1914,N,N
9,1,0,8,FBS Independents,,Dartmouth,1914,N,N
7,2,0,5,FBS Independents,,Davidson,1914,N,N
9,4,0,5,Rocky Mountain,,Denver,1914,N,N
8,3,0,5,Missouri Valley,,Drake,1914,N,N
7,2,0,5,FBS Independents,,Florida,1914,N,N
8,4,0,4,FBS Independents,,Georgetown,1914,N,N
9,6,0,3,FBS Independents,,Georgia,1914,N,N
8,2,0,6,FBS Independents,,Georgia Tech,1914,N,N
9,2,0,7,FBS Independents,,Harvard,1914,N,N
9,4,0,5,FBS Independents,,Haskell,1914,N,N
7,0,0,7,Western,,Illinois,1914,N,N
7,4,0,3,Western,,Indiana,1914,N,N
7,3,0,4,Western,,Iowa,1914,N,N
7,3,0,4,Missouri Valley,,Iowa State,1914,N,N
8,3,0,5,Missouri Valley,,Kansas,1914,N,N
7,6,0,1,Missouri Valley,,Kansas State,1914,N,N
10,4,0,6,FBS Independents,,Lafayette,1914,N,N
9,1,0,8,FBS Independents,,Lehigh,1914,N,N
9,4,0,5,FBS Independents,,LSU,1914,N,N
9,3,0,6,FBS Independents,,Michigan,1914,N,N
7,1,0,6,Western,,Minnesota,1914,N,N
8,2,0,6,FBS Independents,,Mississippi State,1914,N,N
