yearID,franchID,Lg,Tm,W,L,T,Div. Finish,Playoffs,ch_sb_win,ch_sb_app
1963,WAS,NFL,Washington Redskins,3,11,0,6th of 7,,N,N
1962,WAS,NFL,Washington Redskins,5,7,2,4th of 7,,N,N
1961,WAS,NFL,Washington Redskins,1,12,1,7th of 7,,N,N
1960,WAS,NFL,Washington Redskins,1,9,2,6th of 6,,N,N
1959,WAS,NFL,Washington Redskins,3,9,0,5th of 6,,N,N
1958,WAS,NFL,Washington Redskins,4,7,1,4th of 6,,N,N
1957,WAS,NFL,Washington Redskins,5,6,1,4th of 6,,N,N
1956,WAS,NFL,Washington Redskins,6,6,0,3rd of 6,,N,N
1955,WAS,NFL,Washington Redskins,8,4,0,2nd of 6,,N,N
1954,WAS,NFL,Washington Redskins,3,9,0,5th of 6,,N,N
1953,WAS,NFL,Washington Redskins,6,5,1,3rd of 6,,N,N
1952,WAS,NFL,Washington Redskins,4,8,0,5th of 6,,N,N
1951,WAS,NFL,Washington Redskins,5,7,0,3rd of 6,,N,N
1950,WAS,NFL,Washington Redskins,3,9,0,6th of 6,,N,N
1949,WAS,NFL,Washington Redskins,4,7,1,4th of 5,,N,N
1948,WAS,NFL,Washington Redskins,7,5,0,2nd of 5,,N,N
1947,WAS,NFL,Washington Redskins,4,8,0,4th of 5,,N,N
1946,WAS,NFL,Washington Redskins,5,5,1,3rd of 5,,N,N
1945,WAS,NFL,Washington Redskins,8,2,0,1st of 5,Lost Champ,N,Y
1944,WAS,NFL,Washington Redskins,6,3,1,3rd of 5,,N,N
1943,WAS,NFL,Washington Redskins,6,3,1,1st of 5,Lost Champ,N,Y
1942,WAS,NFL,Washington Redskins,10,1,0,1st of 5,Won Champ,Y,Y
1941,WAS,NFL,Washington Redskins,6,5,0,3rd of 5,,N,N
1940,WAS,NFL,Washington Redskins,9,2,0,1st of 5,Lost Champ,N,Y
1939,WAS,NFL,Washington Redskins,8,2,1,2nd of 5,,N,N
1938,WAS,NFL,Washington Redskins,6,3,2,2nd of 5,,N,N
1937,WAS,NFL,Washington Redskins,8,3,0,1st of 5,Won Champ,Y,Y
1936,WAS,NFL,Boston Redskins,7,5,0,1st of 5,Lost Champ,N,Y
1935,WAS,NFL,Boston Redskins,2,8,1,4th of 5,,N,N
1934,WAS,NFL,Boston Redskins,6,6,0,2nd of 5,,N,N
1933,WAS,NFL,Boston Redskins,5,5,2,3rd of 5,,N,N
1932,WAS,NFL,Boston Braves,4,4,2,4th of 8,,N,N
